Accession,Symbol,BT549,HS578T,MCF7,MCF7ADR,MDAMB231,MDAMB435,T47D,SF268,SF295,SF539,SNB19,SNB75,U251,COLO205,HCC2998,HCT116,HCT15,HT29,KM12,SW620,CCRFCEM,HL60,K562,MOLT4,RPMI8226,SR,LOXIMVI,M14,MALME3M,SKMEL2,SKMEL28,SKMEL5,UACC257,UACC62,A549,EKVX,H226,H23,H322M,H460,H522,HOP62,HOP92,IGROV1,OVCAR3,OVCAR4,OVCAR5,OVCAR8,SKOV3,DU145,PC3,7860,A498,ACHN,CAKI1,RXF393,SN12C,TK10,UO31
IPI00001287,C20orf72,70753,0,96455,1155900,120900,39857,92692,0,45715,323690,404380,0,0,1193400,77089,414830,29282,552290,461900,187850,94946,0,375040,0,0,604290,173280,2633400,168740,277120,276870,0,1811400,2073500,0,0,81655,0,124860,1148400,274560,0,16433,186000,190710,762050,524730,155820,121340,0,0,0,137220,55607,0,0,91446,29608,72631
IPI00001364,GCFC1,0,0,0,0,0,0,0,0,0,0,0,0,0,15441,12950,0,0,0,71411,0,19845,0,80679,173850,19339,0,0,0,0,0,0,28688,0,438870,18788,0,0,29620,0,0,8070.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001427,PDCD2,0,0,0,0,0,0,0,0,0,0,249710,0,0,0,0,0,18664,0,0,0,0,0,0,426580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9074.3,0
IPI00001437,RND3,0,0,0,0,0,0,0,0,111440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246030,0,0,0,0,0,417710,0,0,0,0,0,0,0,0,0,0,0,0,413040,0,0,0,0,0,165630,0,0,680970,0,0,63933
IPI00001453,INA,0,0,0,0,0,0,0,18197,131880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49568,0,0,0,0,0,0,0,0,0,0,98639,26783,0,0,0,0,0,0,0,591130,0,0,0,11938,0,0,0,0,0
IPI00001458,KNTC1,0,39846,27348,177200,200610,0,40586,58224,0,0,159690,1601.2,47488,147550,18260,60589,11304,84626,70967,196920,64170,5737.6,77592,87190,654240,109090,10094,206930,42197,2234.5,0,181970,76897,0,8288,5365.4,0,53398,0,22566,14309,427.29,0,17385,0,0,4229.7,120410,0,141510,42611,0,1134.9,25515,0,250510,31908,5480.2,5841.2
IPI00001466,EML4,0,0,318850,743410,229470,111350,130030,632430,566130,33403,0,33271,324470,945430,750810,328610,203270,2408000,549480,1362600,430480,888070,441460,242900,595620,481730,252890,911630,14838,88670,113820,2701300,1856000,1614700,2181500,14889,318420,2152400,0,523560,137630,115490,141470,124850,204990,988310,1881500,490660,237730,552320,141270,33738,736270,223770,256650,812300,617700,244300,285450
IPI00001485,BMP15,0,0,0,0,0,0,0,652310,0,0,0,0,0,0,200870,0,0,0,0,0,296260,0,0,0,0,0,0,0,28988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194060,0,0,0
IPI00001538,FXC1,101130,0,1050200,231180,0,0,0,397220,0,0,0,0,0,0,0,0,0,0,71183,0,24018,0,146860,0,0,529500,23267,0,309370,0,25092,0,113410,2347800,101780,0,0,73254,0,558200,33766,0,542360,0,22989,3012400,0,74186,0,0,820750,0,0,46505,24447,0,179770,0,201620
IPI00001539,ACAA2,3285300,5043100,11042000,0,1619800,1251000,0,3631900,0,6040500,2102900,1929000,218620,1764200,26657000,0,350070,10644000,937900,3289600,720010,1128100,108220,0,1632200,9063200,534220,5174600,3691300,51946,363800,4774600,15762000,7225900,2620500,328340,0,1048200,153510,8767200,7561300,102800,29970,97693,0,1333100,2599400,0,0,895490,413130,0,0,0,3441300,5582600,0,0,5342200
IPI00001541,TIMM9,9056900,868270,1232300,6499300,6190000,298690,1370500,447210,2939500,1965600,1718800,370740,1343700,1397600,2341200,1097700,62885,2343000,1724000,2267900,241700,0,4544300,0,3646200,6771000,573990,5926900,3464600,140990,117460,1726300,1726600,42358000,1526200,639350,4396100,0,4038300,2740900,2435400,398390,12441000,18986,259460,25368000,473620,5128600,3891100,5464300,2794600,70388,4170500,1202500,315000,767640,801980,2102400,2471800
IPI00001543,TIMM10,220170,0,3060900,4151200,1647000,0,440660,205710,257160,0,0,260610,174690,304920,1232700,0,0,931330,619750,108460,94703,0,0,0,0,270730,711140,1895300,672070,0,0,271110,0,10780000,294330,0,2611000,0,435510,881340,1332000,54694,1994800,0,0,2913900,0,177800,0,2040600,2308900,0,740340,0,0,102460,145850,62446,289340
IPI00001545,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103800,2097600,0,1182100,274170,59363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001546,TIMM8B,4936800,511740,0,2408800,2339000,1890700,1842800,200920,3005400,1345500,1148800,66313,638930,868650,1579400,369130,63229,1788000,1119500,1012000,219710,3769100,3397300,0,12689000,5902500,1637000,4847200,521850,58709,34036,387830,823130,11220000,360060,371810,226590,0,583330,1581800,1480500,46374,1088200,0,0,5958200,44183,1507600,734850,1450900,3702600,23494,1955000,197440,371380,0,1500700,492890,472010
IPI00001563,CDKN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001564,CDKN2C,0,56956,0,0,0,0,0,0,194980,0,0,32748,0,0,0,0,0,0,0,0,533360,0,0,149610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117040,697050,0,303050,0,71004,0,475460,920480,0
IPI00001568,ATP6V1D (includes EG:299159),156550,93777,117770,233200,613480,1662500,616560,2151200,381230,248810,710680,151820,749550,192790,263390,107130,128250,368180,264600,393240,200030,0,263610,0,0,2425700,187170,5966400,998680,0,15318,1560400,1102400,0,165060,45196,219420,0,0,0,163700,0,40967,174830,54311,0,239020,608770,357700,999240,307290,0,0,177570,240480,0,0,181350,497270
IPI00001578,C17orf62,92458,41129,823970,0,146540,160720,587630,0,924550,554930,223180,0,1814500,131910,0,0,16200,0,102670,0,657410,0,142910,441770,1321200,0,194930,0,424730,0,0,0,95158,1381700,431870,0,424350,0,45135,0,298490,0,53865,43888,150680,1284000,658660,88030,528120,289080,143490,0,1212300,116090,1780000,0,0,0,136260
IPI00001580,FYCO1,0,0,1287600,1623500,329450,0,20128,297490,1523200,2604200,1472600,0,62546,0,61454,238150,253330,1029000,0,1134500,24605,435280,245950,33604,489530,522480,0,228530,203720,0,0,885450,3472000,364340,404030,4128.2,1625200,24978,12229,920540,16321,184.85,736130,42060,23632,4952500,0,861650,0,651940,1748500,1286400,1213400,87116,142400,3674200,35059,9839.4,293450
IPI00001583,HILPDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100930,0,16171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54342,0,0,0,0,124210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001586,ENTPD2,0,0,24395,0,0,0,116210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51977,0
IPI00001589,TIMM13,19476000,389250,3052900,16228000,5531500,4314900,2004500,1234700,5846600,2773200,869140,1677100,3363900,2847900,6873100,1054700,165180,9922900,3072000,2366000,668880,10741000,7112300,0,11063000,18348000,6235900,16657000,3285900,504320,268420,2931100,3308100,25741000,1888500,874470,3962400,0,2674100,2427000,12377000,265650,11111000,0,67101,20172000,697970,4741600,3628600,4224700,17663000,57221,6688800,750440,0,2435000,1401400,2107600,1663600
IPI00001618,RAB39A,1269100,462160,942980,554730,2093400,1101400,1933400,0,414630,58534,886270,170490,536460,1408600,179400,555270,310280,756090,828390,1658800,507260,1970500,909580,1465200,1360500,1807000,161690,933080,282470,0,17216,0,0,1996400,208130,179050,384990,595520,1540000,2811100,473970,30028,286140,0,134420,5484900,935870,2057700,966600,1072900,844570,0,809200,554450,65753,1370200,74379,1180600,401160
IPI00001636,ATXN10,214470,985830,877150,1849500,3158000,452800,777440,2155800,1552200,698790,1851400,855230,1318200,176690,2280400,1778500,920780,794720,800770,3088000,6855900,1726800,2538900,5037200,266780,199170,33810,2954400,645780,202850,259670,1560800,2744100,3651100,547250,208710,409360,562080,244370,1079900,649120,197270,455100,88174,216440,3145300,2263100,3798600,303880,3673700,1214400,3039100,1844300,1994600,1949600,6413600,1102000,642110,2414300
IPI00001638,PRELID1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392000,0,0,0,0,15904,0,0,0,0,0,0,0,0,0,0,91481,0,0,0,0,0,0,0,0
IPI00001639,KPNB1,10742000,9967100,32857000,43373000,21389000,7987900,17114000,41030000,2265400,17455000,35380000,10817000,33593000,11653000,23002000,14625000,7183000,24354000,13551000,9832200,15689000,21433000,30028000,21382000,24598000,16477000,7788100,104920000,11831000,4998700,3909200,40359000,69395000,45239000,19382000,2188400,23869000,424330,3312100,33019000,26572000,4536400,9638100,16095000,6967500,30647000,19029000,32329000,10909000,33487000,26968000,7989700,30756000,15339000,23839000,51370000,39466000,9511900,5639500
IPI00001640,N6AMT1,0,0,0,0,60980,49171,0,74301,0,0,0,274170,0,22444,0,0,0,0,110900,0,0,0,0,0,0,29846,29200,0,0,345500,0,0,0,0,0,20524,0,0,0,0,0,32356,0,0,140680,0,0,369140,38475,501660,300100,0,0,0,122140,0,0,0,0
IPI00001641,ORC6 (includes EG:23594),0,44681,0,0,0,0,0,0,0,0,602340,0,0,0,0,0,19376,63037,635040,1297000,134700,0,0,0,0,0,0,294190,0,0,0,0,0,0,0,0,0,0,0,0,0,37632,0,0,0,0,0,387370,0,312040,132870,27652,0,24475,0,0,0,0,0
IPI00001649,DNAJC15,0,0,1069400,0,0,0,0,0,293990,40306,0,0,0,205520,0,0,0,20037,0,0,0,0,0,0,308730,205130,0,0,0,0,0,0,0,0,0,0,0,0,0,1175000,32013,0,174170,0,0,0,0,0,177100,0,31843,0,0,0,0,0,0,0,0
IPI00001655,C16orf80,0,134760,625710,911620,797850,44940,0,1855600,703480,833030,2698900,106790,982330,247110,124060,412790,247630,477260,609030,4032700,1727700,1635500,1207600,483010,1551600,856000,230690,3708900,54239,265400,0,427010,45450,3592400,526420,157130,290560,131430,229120,3131400,529750,145070,89526,0,70749,1593100,756390,2281900,696510,1522800,435620,0,528690,1039100,283760,0,900860,247870,606290
IPI00001661,RCC1,5967100,1118300,4801400,19374000,2144600,1221200,804740,699930,662780,2554900,10137000,1069300,12633000,950710,20603000,6390800,1059700,10626000,1893800,6977700,1562600,3052400,5282600,722560,0,2273600,2349900,14649000,924750,380940,259110,1643100,9128200,6676500,1153200,579550,3858900,1480700,6729100,4573200,5147200,449450,2607700,1036200,108040,11695000,2499300,4409100,2098900,6487400,2546300,139590,1690900,1969000,2543200,10951000,21834,778120,892490
IPI00001663,HTRA2,303190,390920,162270,2804000,1023700,836000,0,276960,0,322630,1533900,131810,4769500,0,178470,12192,139290,466590,109250,512700,0,0,463470,0,0,847220,143280,3507000,97787,585500,376900,4196100,1272200,408960,0,155360,3097200,468770,828190,641940,657220,150190,515580,795560,1760400,4109200,0,1592100,1700600,1913700,1415800,1852.2,185580,383460,2042400,363730,1073000,78808,0
IPI00001676,NPLOC4,90314,247810,520890,4781400,810230,70077,428300,10908000,1761000,1800000,1281200,2005700,6325600,1390100,344770,2041000,205910,1376100,266100,680880,294080,96656,358710,1640900,1235300,171470,30622,0,593830,0,669460,9770400,2116500,3292800,2154200,243510,1126100,1634200,0,1726700,2744400,82326,816010,1438400,78946,2787500,0,1752000,862120,6021000,5962800,129160,2858000,1691800,2263000,1406600,1601500,1652000,467590
IPI00001690,CUL7,0,0,16707,0,0,0,0,5410.9,0,0,384620,0,0,0,0,0,19788,0,38906,0,0,0,0,4210.9,0,0,0,78690,0,6077.2,0,0,175050,0,0,5246.1,0,0,0,24843,0,0,0,0,0,0,0,0,0,0,0,15970,0,0,0,0,0,0,6345.6
IPI00001699,PYCARD,0,0,4585800,0,1524400,0,751880,0,0,388420,0,0,0,10863000,973680,0,0,2142800,163120,949250,2047300,54243000,779640,0,9444400,16597000,0,7395800,7972900,0,635870,5533000,2400100,0,1597800,413310,1009400,11844,0,0,4853800,72996,0,0,68070,0,2582700,0,0,0,0,0,0,1741900,0,0,0,0,2537400
IPI00001710,C11orf2,0,38202,438510,261810,26228,0,212940,129590,0,15107,28758,52184,145210,367470,11787,99674,29890,166010,170620,599550,3571.8,38622,79164,229730,171510,12458,0,1588900,49449,0,18691,519860,2219400,459400,96763,57816,0,0,6520.5,82060,63026,14709,17707,26561,17961,238060,105070,293760,0,176350,219040,0,0,18664,94864,524390,530430,26582,89168
IPI00001712,CTNNA3,0,0,0,0,0,0,94913,0,0,0,0,0,0,0,0,0,21706,0,0,0,0,0,0,0,0,0,0,105730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42112,0,0,0,106910,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001722,NTHL1,0,0,125470,23503,0,0,0,0,0,0,0,0,0,0,0,0,0,26864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153670,22653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001723,ATP10D,1383600,244470,0,2862900,1709100,381040,49095,1344800,345590,2260800,3650100,4089300,2293600,63641,1657600,763620,179420,1381600,179180,1288600,2279100,4946700,529100,943680,658130,1089500,827670,5745000,2135600,135620,297590,1670800,2187800,1594400,778500,379730,910780,2837900,824300,1569200,1916100,757220,1858500,683750,26999,1526000,1060900,2772000,967610,2347100,2354400,0,6204600,886400,1629900,5074900,0,770150,1827200
IPI00001730,FHOD1,0,0,27635,328430,6286.1,0,8000.5,45140,594270,0,0,7342.8,234180,0,0,0,0,0,7322.7,116070,54051,0,564210,0,341730,0,5437.2,3283000,0,0,0,63209,860060,53734,8535.2,26397,0,0,0,79189,0,15032,0,39792,0,0,0,35543,0,513320,37302,1767.2,0,89820,0,56426,39184,0,117200
IPI00001734,PSAT1,21598000,2874100,526000,4664900,11502000,7939400,0,7467400,1930000,6440400,5097200,4010700,18590000,5657200,1782800,2788300,2862600,5622700,5415200,23232000,15032000,37176000,9610700,14734000,10831000,2204000,1006500,47730000,4431600,7830500,109820,21708000,8519000,19641000,2186200,124390,9453000,517220,103090,17617000,5146900,345000,649510,1864400,520930,17799000,700640,5465100,7594200,14998000,4876000,0,9592700,12440000,2811700,13367000,82292,1448900,3665700
IPI00001735,NCOR2,0,9215.9,30240,63502,0,0,3050.3,0,5438.5,3489.8,302680,0,20030,0,0,117530,0,57655,19570,0,7843.6,0,2419,100810,39981,0,3363.2,165590,0,3426.5,305.18,29359,0,27158,26530,0,0,753.92,0,19660,0,0,2316.9,21047,25245,0,0,0,2234.5,3113,54098,3200.6,0,2290.8,17732,7145.8,87366,0,2900.3
IPI00001738,NUP88,157200,299940,1038300,2088700,161160,0,112020,13559,492020,829830,2265200,539300,361020,440700,681700,399100,243280,529430,484620,1083800,15197,0,934270,0,1517400,65277,43570,4109000,208260,199290,13382,716080,3052800,2118400,1640800,11133,768170,0,131340,2101800,885940,5453.1,224840,444390,117250,1603200,58957,1118900,202460,876060,55718,697150,400230,287360,517240,383040,1242500,86103,91715
IPI00001755,GPC6 (includes EG:10082),106890,0,0,0,0,0,0,0,0,898180,0,38194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165370,0,0,0,0,0,45290,0,0,0,0,0,0,0,0,0,829490,0,0,70165,0,0,0
IPI00001757,RBM8A,997420,145410,6110700,3519300,553700,1213400,502050,3529900,881430,2029000,2252600,964560,6798000,1305800,1579300,935670,1086800,6245900,3274500,9159900,8065100,850550,1696400,190450,3837100,339140,1627900,10815000,890620,558970,0,2374900,2181100,5811800,1535200,299000,6620500,2963300,517290,3328300,3672500,25886,839600,162740,1413600,3191800,431980,4503100,502570,3614000,9081600,0,45026,1347400,434630,4134900,2604700,3165900,321310
IPI00001762,OPHN1,0,0,0,4871.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308830,0,0,0,0,0,0,0,30269,165830,0,0,0,0,0,0,0,4777.2,0,0,0,0,0
IPI00001871,PAWR,322870,709900,0,1515900,3699100,0,0,261020,41961,0,0,167380,0,0,42710,210890,57476,80059,114410,0,0,0,0,0,0,0,0,0,0,25215,0,0,0,0,626510,40894,4131400,0,0,224710,0,12123,124020,0,0,333180,0,1511300,108680,1533300,612940,0,56703,1176100,1497100,1236200,0,193810,2803700
IPI00001881,SNX10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266040,0,0,0,0,0,362420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001883,SNX9,548510,0,0,2236200,161910,42323,0,3546600,219500,59998,987030,473170,197490,26267,71217,371720,0,0,350500,1360200,0,0,1407100,0,0,277390,0,0,321750,211430,687460,7742300,1268300,291320,0,0,109830,0,0,159840,0,8558.3,50158,166550,0,0,0,84730,658800,356280,1325800,1009400,0,156530,195440,2871000,559550,33318,206880
IPI00001885,SNX8,169520,0,0,2867900,242220,0,137390,0,115370,247610,213740,40378,2346800,0,23620,0,0,122880,0,187850,0,0,0,37980,0,268990,47862,5498900,291830,0,199120,7211300,2976900,283640,0,51281,775130,0,0,0,31264,22474,0,84842,0,0,310080,219500,0,177940,0,280810,133190,233790,285530,738400,0,0,159200
IPI00001914,FKBP7,0,721480,0,0,10710,57581,0,0,1017200,985060,194090,286100,85171,0,0,0,0,0,0,0,0,0,0,0,0,630830,0,728030,546280,0,125790,0,327670,2026200,0,0,0,0,0,53046,0,70542,85612,20729,67409,128050,0,0,226860,0,63979,0,158180,54734,0,2771600,0,0,192510
IPI00001922,ST14,0,0,53767,0,0,0,2146300,0,0,0,0,0,0,82074,394990,219630,101310,2492100,0,0,0,0,0,0,814420,0,0,0,0,0,0,0,0,0,0,20014,0,0,186890,0,0,0,0,0,56022,719910,1893600,0,0,0,0,0,0,0,0,0,0,0,0
IPI00001952,ENDOD1,0,410920,6414.7,37995,170290,0,0,0,22533,481570,2497100,1502800,239990,0,758670,69828,4917,19612,0,232310,0,0,0,0,0,661260,0,527140,357140,0,52655,173630,4965600,684560,0,125470,0,0,1231900,0,0,0,0,39122,0,204630,1553400,0,0,0,94020,0,0,0,0,0,0,0,810400
IPI00001954,BACE2,0,411610,0,0,0,0,0,0,0,0,0,47913,0,0,0,0,0,119190,0,0,0,0,0,0,0,0,0,0,329000,0,19350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41182
IPI00001960,CLIC4,9298100,9709200,890940,49257000,22538000,2129300,1017600,21351000,11191000,5378800,16225000,5713700,16294000,1372200,0,638730,586360,3620400,1982200,1331300,1472400,2054500,3622600,150840,8293800,6792600,2046800,52053000,2490200,1287200,702170,4872200,11116000,46057000,2431600,1268700,16984000,615000,0,2096200,7064400,3947500,1433500,2178700,1349500,12257000,5880700,65807000,5584200,9015100,14442000,871330,9604300,1455700,4713700,34341000,3570800,2291700,11288000
IPI00001985,VPS18,0,0,165510,34153,18969,0,62519,244780,70961,25053,41922,19236,289950,91631,56897,0,18111,79878,58930,15457,34356,0,84503,71201,21269,30482,0,611410,224470,12991,12534,1137000,1122800,659690,0,44112,11664,8352.4,0,72388,11521,5002.2,0,29032,23505,287690,90992,6579,152040,39058,5570.9,9755.8,21168,11689,70826,197700,311310,8558.1,19921
IPI00001999,OIP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124320,0,0,130560,0,0,0,0,971820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002070,LRRC8A,28807,0,0,58710,10304,0,0,0,0,57962,122070,0,470140,8056.8,17185,0,0,15126,0,17669,0,0,0,0,0,0,5725.5,0,0,13039,0,46480,23446,0,21208,0,21591,0,0,0,111120,0,0,11182,7429.8,40810,50900,0,77374,100250,201920,0,29451,0,27765,330470,256750,0,0
IPI00002134,PSMD5,850340,473750,1465800,1484100,3975200,835980,1373400,4263600,347030,717220,2873700,755410,4323600,677010,1268300,1359800,1374100,3056500,436570,2216300,1257700,521820,4362600,1374800,0,0,819160,7092100,708970,178550,157910,1852200,165830,1692700,435890,206290,306750,2423000,205190,2000500,447760,120960,288980,337830,54900,153880,971110,3628000,576200,6923500,1694100,1838500,3248300,444250,1412800,5252800,572490,1038800,465400
IPI00002135,TACC3,0,0,0,187340,0,0,0,0,0,0,155430,0,188800,0,14647,0,0,58707,0,24395,343920,0,1529900,0,69042,0,0,0,0,0,0,0,0,0,0,0,0,197330,0,0,4573.6,1474.6,0,0,0,0,0,103750,0,389720,681400,34478,0,0,0,111810,249290,0,0
IPI00002147,CHI3L1,0,0,0,0,0,0,0,0,0,0,0,1822700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002149,SAR1B,424190,501930,730240,1272300,1169500,919360,1327300,2964800,464450,756460,2603400,425710,2229200,2809800,728250,77474,142130,2469500,238660,2843200,474570,340630,1408300,155000,1402100,719470,643010,5277300,63633,0,7523,1555100,0,3801100,611090,157280,1159800,246440,163650,1518600,203910,204020,68064,0,343610,3433600,1555100,3329900,1164000,2272100,1196000,0,372680,329130,143050,308280,461120,132000,325700
IPI00002150,AP4B1,0,0,26741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19733,2320.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002186,ARFGEF2,35026,20122,16840,159550,24670,15129,195440,389160,30593,21875,0,13462,49773,219820,123220,13258,10116,205820,48383,62118,127810,0,46095,224970,389370,16550,0,223720,51752,19907,39562,978590,584390,452690,40216,12094,9396.6,80257,1753.6,39423,13234,3265.1,17829,40115,12045,109760,78595,49975,34082,349680,18923,36792,34611,25180,116810,60890,76976,63156,97638
IPI00002188,ARFGEF1,0,0,0,136200,2035.8,5299.8,275910,0,32897,0,0,0,0,30591,51152,2275.7,3856.7,54804,9693.1,0,110540,0,10220,111880,0,3212.3,0,0,1897,0,0,259090,205100,54079,0,0,0,5181.3,0,0,18778,3720,8299.8,15669,5538.2,46237,23256,43301,28261,32804,0,37412,52945,10647,148190,816270,17318,31592,59979
IPI00002203,BCCIP,364130,114380,2263300,5682500,4257600,3126500,806230,1906100,2493400,695550,1269500,245040,7668800,1379200,2034300,3365600,755480,4352700,2776200,2773300,3431300,3088000,1450500,3152600,3231400,1013100,3181400,6089300,1102000,554420,232480,6815000,2420400,1230900,169040,567430,5670500,1291000,613210,4139500,4780100,420870,1547900,500690,39928,1983800,2726900,3531900,285840,8240600,4448700,0,1311100,2685600,3220000,6225200,165840,634070,1092800
IPI00002208,STAMBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18539,0,0,51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273.4,0,12528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002214,KPNA2,2054300,830090,6752900,9968800,12288000,1949300,7129500,16262000,10074000,3931600,20187000,1822700,10965000,975740,2003500,7580500,3101500,3642100,4174900,12780000,4708900,13842000,7111400,2567900,12344000,1376900,6373100,14595000,1230200,2098100,871760,13390000,6850100,4760000,3027800,603410,3814400,5211900,194520,8371100,5586800,1772900,2061100,1691700,1054800,9829100,6388200,11304000,569210,11087000,6164000,17884000,1802400,2962500,4675900,5485300,5696600,5638600,633060
IPI00002225,CERS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102130,0,0,0,0,0,0,103280,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002230,NCEH1,3513600,5372300,6794.7,4825200,8957700,586690,85095,1322200,2800500,1225900,21253000,2051500,6610100,928000,2682300,215030,113550,643650,1120300,5662000,0,220910,0,0,0,617800,1548900,2507700,0,173500,338340,27407,1883300,1885200,1932000,774750,18378000,1573500,1585900,1680800,3265000,1539200,8822500,105230,0,734130,31560000,1345800,5772500,55425000,2341200,14496000,5074800,17031000,13236000,15587000,608660,8785300,23160000
IPI00002232,TAOK1,13069,0,23367,0,0,0,18358,0,268350,0,86492,0,210760,0,9935.6,0,0,0,0,0,0,0,0,0,0,23256,0,170890,9305.1,0,6926.7,28316,109910,0,34603,0,18001,28682,0,0,6466,5705.5,0,0,0,0,0,0,23622,22386,56859,0,0,0,67503,26907,0,0,17290
IPI00002236,MFGE8,0,142540,0,0,46358,0,0,0,0,672320,0,0,0,0,0,0,0,0,0,0,0,0,29193,0,0,85719,0,402050,409120,8834.3,418520,0,238530,266010,0,0,0,0,0,0,115840,0,41921,0,0,2042600,0,0,0,0,0,0,0,0,60442,91276,0,0,0
IPI00002240,FAM118B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149660,0,0,206610,0,0,0,0,0,0,0,88344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00002245,ACSS3,384390,0,836190,0,16414,100370,0,0,0,0,91934,0,0,0,0,0,0,0,0,0,0,0,0,0,458110,0,0,0,65457,0,0,0,0,0,0,0,0,0,0,187850,38204,0,0,1216100,24561,0,0,0,0,0,252290,0,0,0,0,0,0,94874,0
IPI00002252,CD68,788410,0,0,0,0,0,0,0,851720,3591900,0,0,0,3426600,0,0,0,0,0,0,0,6077800,0,0,660170,15181000,0,0,2934300,0,0,0,60452000,1480400,0,0,0,0,0,0,0,0,2165800,0,0,0,566900,0,0,0,0,0,3788900,430230,0,758480,0,0,0
IPI00002253,TMEM14A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250630,0,0,0,0,0,0
IPI00002255,LRBA,0,0,530920,461230,57936,7811.2,169200,88684,3150.5,0,73332,824.99,175970,790270,616880,303300,0,714950,206070,250010,182170,47243,297790,675060,73577,7282.5,0,119450,10013,26758,20971,167820,55326,63510,72340,45650,26105,39361,1107.9,16983,14343,1279,10015,144320,57889,39614,309630,70039,37755,35187,96868,4520.6,7045.6,80725,39533,19852,113830,75011,49961
IPI00002270,C6orf211,0,0,3448700,0,567950,45703,2191900,137590,0,0,205440,0,636940,107750,735310,687900,27959,0,80635,74443,216350,320320,750400,332900,0,115790,0,1079500,584710,0,86430,2210500,995480,0,0,169780,0,126260,0,425010,0,24839,59023,10275,0,0,383870,0,237790,0,0,0,0,466780,230980,679890,0,88223,1413600
